word,part_of_speech,phonetic,definition,example,synonyms,antonyms,usage_notes,audio_url,image_url,level
texture,noun,/ˈtɛkstʃə/,某物的物理构成（尤其指物质微小成分的大小与形状）；面包果的质地与面包相同；细沙的颗粒；鱼肉风味细腻、质地柔嫩；粗粒石材。,,grain,,quality | musicality | visual property | constitution | grain;marbleization | hypernyms:tactile property;quality;musicality;visual property;constitution | hyponyms:nap;roughness;smoothness;grain;marbleization,,,六级词汇
texture,noun,/ˈtɛkstʃə/,表面或织物的触感；墙壁的质地光滑。,,grain,,quality | musicality | visual property | constitution | grain;marbleization | hypernyms:tactile property;quality;musicality;visual property;constitution | hyponyms:nap;roughness;smoothness;grain;marbleization,,,六级词汇
texture,noun,/ˈtɛkstʃə/,表面具有触感的外观特征,,grain,,quality | musicality | visual property | constitution | grain;marbleization | hypernyms:tactile property;quality;musicality;visual property;constitution | hyponyms:nap;roughness;smoothness;grain;marbleization,,,六级词汇
texture,noun,/ˈtɛkstʃə/,各声部同时演奏或演唱形成的音乐模式；随后另一旋律线加入织体。,,grain,,quality | musicality | visual property | constitution | grain;marbleization | hypernyms:tactile property;quality;musicality;visual property;constitution | hyponyms:nap;roughness;smoothness;grain;marbleization,,,六级词汇
texture,noun,/ˈtɛkstʃə/,事物的本质；那不勒斯生活的质感,,grain,,quality | musicality | visual property | constitution | grain;marbleization | hypernyms:tactile property;quality;musicality;visual property;constitution | hyponyms:nap;roughness;smoothness;grain;marbleization,,,六级词汇
thermal,noun,/ˈθɜːməl/,上升暖气流,,,,hypernyms:wind,,,六级词汇
thigh,noun,θaɪ,大腿,,second joint,,helping | hypernyms:limb;helping | hyponyms:lap,,,六级词汇
thorn,noun,θɔːn,日耳曼语系字符，源自古如尼文,,irritant;spine;prickle;pricker;sticker;spikelet,,aculeus | rune | hypernyms:annoyance;aculeus;rune | hyponyms:glochidium,,,六级词汇
threshold,noun,/ˈθreʃhəʊld/,最小可觉差,,limen;doorway;door;room access;doorsill;doorstep;brink;verge,,sensation | entrance | sill | boundary | exterior door | hypernyms:beginning;sensation;entrance;sill;boundary | hyponyms:absolute threshold;difference threshold;exterior door,,,六级词汇
threshold,noun,/ˈθreʃhəʊld/,新状态或体验的起点；步入成年的门槛,,limen;doorway;door;room access;doorsill;doorstep;brink;verge,,sensation | entrance | sill | boundary | exterior door | hypernyms:beginning;sensation;entrance;sill;boundary | hyponyms:absolute threshold;difference threshold;exterior door,,,六级词汇
thrift,noun,θrɪft,众多喜阳低矮常绿海石竹属植物，开粉色或白色圆头花序。,,parsimony;parsimoniousness;penny-pinching,,frugality | hypernyms:subshrub;frugality | hyponyms:cliff rose,,,六级词汇
thrill,noun,θrɪl,引发突然强烈感受或刺激的事物；太空旅行的惊险刺激。,,bang;boot;charge;rush;flush;kick;frisson;shiver;chill;quiver;shudder;tingle,,fear | excitation | hypernyms:exhilaration;fear;excitation,,,六级词汇
throne,noun,/θrəʊn/,显贵之位（君主或主教）在典礼场合享有御座之尊。,,toilet;can;commode;crapper;pot;potty;stool,,plumbing fixture | position | flush toilet;flushless toilet;potty seat | hypernyms:chair of state;plumbing fixture;position | hyponyms:cathedra;mercy seat;musnud;peacock-throne;flush toilet;flushless toilet;potty seat,,,六级词汇
throne,noun,/θrəʊn/,君主、主教等的国家席位；国王坐在他的宝座上。,,toilet;can;commode;crapper;pot;potty;stool,,plumbing fixture | position | flush toilet;flushless toilet;potty seat | hypernyms:chair of state;plumbing fixture;position | hyponyms:cathedra;mercy seat;musnud;peacock-throne;flush toilet;flushless toilet;potty seat,,,六级词汇
tickle,noun,/ˈtɪk(ə)l/,挠痒痒,,tickling;titillation,,touch | hypernyms:cutaneous sensation;touch,,,六级词汇
tickle,noun,/ˈtɪk(ə)l/,一种常由轻抚引起的皮肤触感,,tickling;titillation,,touch | hypernyms:cutaneous sensation;touch,,,六级词汇
tile,noun,/taɪl/,用于覆盖表面的扁平薄矩形板（如烧制粘土、橡胶或油毡制成）。,,roofing tile,,roofing material | man | hip tile;pantile;ridge tile | hypernyms:slab;roofing material;man | hyponyms:tessera;hip tile;pantile;ridge tile,,,六级词汇
tile,noun,/taɪl/,牌,,roofing tile,,roofing material | man | hip tile;pantile;ridge tile | hypernyms:slab;roofing material;man | hyponyms:tessera;hip tile;pantile;ridge tile,,,六级词汇
tile,noun,/taɪl/,用于屋顶的薄型平板烧制粘土瓦,,roofing tile,,roofing material | man | hip tile;pantile;ridge tile | hypernyms:slab;roofing material;man | hyponyms:tessera;hip tile;pantile;ridge tile,,,六级词汇
tilt,noun,tɪlt,偏离垂直方向的线条或表面所具有的特性；塔身明显倾斜；船体向右舷倾斜；他行走时明显向右倾斜。,,joust;controversy;contention;contestation;disputation;disceptation;argument;arguing;list;inclination;lean;leaning;rock;careen;sway,,dispute | partiality | position | lurch | hypernyms:struggle;dispute;partiality;position;lurch | hyponyms:argy-bargy;fight;firestorm;polemic;sparring,,,六级词汇
tilt,noun,tɪlt,轻微但明显的偏向；法院倾向于保守裁决,,joust;controversy;contention;contestation;disputation;disceptation;argument;arguing;list;inclination;lean;leaning;rock;careen;sway,,dispute | partiality | position | lurch | hypernyms:struggle;dispute;partiality;position;lurch | hyponyms:argy-bargy;fight;firestorm;polemic;sparring,,,六级词汇
timid,noun,/ˈtɪmɪd/,胆小谨慎者；激流漂流不适合胆怯之人。,,cautious,brave,hypernyms:people,,,六级词汇
tornado,noun,/tɔːˈneɪdəʊ/,一种局地性、破坏力极强的陆上风暴，其特征为漏斗状云体延伸至地面。,,twister;crack;crack cocaine,,cocaine | hypernyms:cyclone;cocaine | hyponyms:supertwister;waterspout,,,六级词汇
tournament,noun,/ˈtʊənəmənt/,一项体育竞赛，参赛者通过一系列比赛决出胜者。,,tourney,,contest | hypernyms:contest | hyponyms:elimination tournament;open;round robin;world cup,,,六级词汇
tournament,noun,/ˈtʊənəmənt/,骑士比武争奖的系列对决,,tourney,,contest | hypernyms:contest | hyponyms:elimination tournament;open;round robin;world cup,,,六级词汇
tow,noun,/təʊ/,用绳索或挂钩拖拽物体（如车辆）的行为；卡车将他的车拖到了修理厂。,,towage,,hypernyms:draw,,,六级词汇
tract,noun,trækt,服务于特定目的的身体器官系统,,piece of land;piece of ground;parcel of land;parcel;pamphlet;nerve pathway;nerve tract;pathway,,system | treatise | white matter | respiratory tract;urinary tract | commissure;optic radiation;peduncle | hypernyms:geographical area;system;treatise;white matter | hyponyms:baseball diamond;battlefield;breeding ground;center field;clearing;desert;fairground;fairway;field;field of fire;grassland;grounds;industrial park;left field;lot;midway;mine field;minefield;mud flat;oasis;outfield;parade ground;park;picnic area;playing field;plot;public square;range;right field;sector;short;site;subdivision;terrain;toll plaza;yard;respiratory tract;urinary tract;commissure;optic radiation;peduncle,,,六级词汇
tract,noun,trækt,关于某一主题的简要论述；以小册子的形式出版,,piece of land;piece of ground;parcel of land;parcel;pamphlet;nerve pathway;nerve tract;pathway,,system | treatise | white matter | respiratory tract;urinary tract | commissure;optic radiation;peduncle | hypernyms:geographical area;system;treatise;white matter | hyponyms:baseball diamond;battlefield;breeding ground;center field;clearing;desert;fairground;fairway;field;field of fire;grassland;grounds;industrial park;left field;lot;midway;mine field;minefield;mud flat;oasis;outfield;parade ground;park;picnic area;playing field;plot;public square;range;right field;sector;short;site;subdivision;terrain;toll plaza;yard;respiratory tract;urinary tract;commissure;optic radiation;peduncle,,,六级词汇
tract,noun,trækt,广阔地域,,piece of land;piece of ground;parcel of land;parcel;pamphlet;nerve pathway;nerve tract;pathway,,system | treatise | white matter | respiratory tract;urinary tract | commissure;optic radiation;peduncle | hypernyms:geographical area;system;treatise;white matter | hyponyms:baseball diamond;battlefield;breeding ground;center field;clearing;desert;fairground;fairway;field;field of fire;grassland;grounds;industrial park;left field;lot;midway;mine field;minefield;mud flat;oasis;outfield;parade ground;park;picnic area;playing field;plot;public square;range;right field;sector;short;site;subdivision;terrain;toll plaza;yard;respiratory tract;urinary tract;commissure;optic radiation;peduncle,,,六级词汇
trait,noun,/treɪt/,你个性的鲜明特征,,,,hypernyms:attribute | hyponyms:activeness;attentiveness;character;cleanliness;communicativeness;compulsiveness;conceit;demeanor;discipline;distrust;drive;egoism;emotionality;femininity;folly;frivolity;humility;inactiveness;inattentiveness;indiscipline;individuality;intractability;irresoluteness;judgment;masculinity;nature;pride;resoluteness;rurality;seriousness;stinginess;thoughtfulness;tractability;trust;trustworthiness;uncleanliness;uncommunicativeness;unemotionality;unthoughtfulness;untrustworthiness;wisdom,,,六级词汇
transient,noun,/ˈtrænziənt/,（物理学）由电压、电流或负载突变引起的系统短暂振荡。,,,,oscillation | hypernyms:traveler;oscillation,,,六级词汇
transient,noun,/ˈtrænziənt/,短暂停留者；临时工,,,,oscillation | hypernyms:traveler;oscillation,,,六级词汇
transistor,noun,/trænˈzɪstə/,一种能够放大的半导体器件,,junction transistor;electronic transistor,,hypernyms:semiconductor device | hyponyms:field-effect transistor;p-n-p transistor,,,六级词汇
transition,noun,/trænˈzɪʃən/,承上启下的段落,,passage;conversion;changeover;modulation,,transformation | change | passage | glycogenesis;isomerization;rectification | ground swell;leap | cut;dissolve;flash-forward;flashback;jump | hypernyms:change of state;transformation;change;passage | hyponyms:fossilization;segue;glycogenesis;isomerization;rectification;ground swell;leap;cut;dissolve;flash-forward;flashback;jump,,,六级词汇
transition,noun,/trænˈzɪʃən/,转调,,passage;conversion;changeover;modulation,,transformation | change | passage | glycogenesis;isomerization;rectification | ground swell;leap | cut;dissolve;flash-forward;flashback;jump | hypernyms:change of state;transformation;change;passage | hyponyms:fossilization;segue;glycogenesis;isomerization;rectification;ground swell;leap;cut;dissolve;flash-forward;flashback;jump,,,六级词汇
transition,noun,/trænˈzɪʃən/,从一个地方、状态、主题或阶段到另一个的转变,,passage;conversion;changeover;modulation,,transformation | change | passage | glycogenesis;isomerization;rectification | ground swell;leap | cut;dissolve;flash-forward;flashback;jump | hypernyms:change of state;transformation;change;passage | hyponyms:fossilization;segue;glycogenesis;isomerization;rectification;ground swell;leap;cut;dissolve;flash-forward;flashback;jump,,,六级词汇
trauma,noun,/ˈtrɔːmə/,情感创伤或打击，常具持久影响,,injury;hurt;harm;psychic trauma,,psychological state | birth trauma | hypernyms:ill health;psychological state | hyponyms:birth trauma;blast trauma;bleeding;blunt trauma;brain damage;bruise;bump;burn;dislocation;electric shock;fracture;frostbite;intravasation;penetrating trauma;pinch;rupture;sting;strain;wale;whiplash;wound;wrench,,,六级词汇
tread,noun,tred,楼梯或台阶的水平部分构件,,pace;stride,,surface | contact | structural member | hypernyms:step;surface;contact;structural member,,,六级词汇
tread,noun,tred,与地面接触的部分（如车轮或鞋底）,,pace;stride,,surface | contact | structural member | hypernyms:step;surface;contact;structural member,,,六级词汇
tread,noun,tred,充气轮胎的沟槽表面,,pace;stride,,surface | contact | structural member | hypernyms:step;surface;contact;structural member,,,六级词汇
treasury,noun,/ˈtrɛʒəri/,金库（用于安全存放财富和珍贵物品的房间或建筑）,,exchequer;Treasury;Treasury obligations;First Lord of the Treasury;Department of the Treasury;Treasury Department;United States Treasury,,government department | government bond | cabinet minister | executive department | depository | treasury bill;treasury bond;treasury note | hypernyms:funds;government department;government bond;cabinet minister;executive department;depository | hyponyms:bursary;fisc;public treasury;subtreasury;treasury bill;treasury bond;treasury note,,,六级词汇
treasury,noun,/ˈtrɛʒəri/,负责征收、管理和使用公共收入的政府部门,,exchequer;Treasury;Treasury obligations;First Lord of the Treasury;Department of the Treasury;Treasury Department;United States Treasury,,government department | government bond | cabinet minister | executive department | depository | treasury bill;treasury bond;treasury note | hypernyms:funds;government department;government bond;cabinet minister;executive department;depository | hyponyms:bursary;fisc;public treasury;subtreasury;treasury bill;treasury bond;treasury note,,,六级词汇
treasury,noun,/ˈtrɛʒəri/,政府、机构或个人的资金,,exchequer;Treasury;Treasury obligations;First Lord of the Treasury;Department of the Treasury;Treasury Department;United States Treasury,,government department | government bond | cabinet minister | executive department | depository | treasury bill;treasury bond;treasury note | hypernyms:funds;government department;government bond;cabinet minister;executive department;depository | hyponyms:bursary;fisc;public treasury;subtreasury;treasury bill;treasury bond;treasury note,,,六级词汇
trek,noun,/trɛk/,漫长而艰辛的旅程,,,,trip | hypernyms:journey;trip,,,六级词汇
trek,noun,/trɛk/,牛车迁徙（尤指定居者群体的有组织迁移）,,,,trip | hypernyms:journey;trip,,,六级词汇
trench,noun,/tɹɛntʃ/,挖掘成壕沟的防御工事，其胸墙由挖出的泥土堆砌而成。,,deep;oceanic abyss,,natural depression | ditch | furrow | hypernyms:ditch;natural depression | hyponyms:approach trench;fire trench;moat;slit trench;furrow,,,六级词汇
trench,noun,/tɹɛntʃ/,地面上的长沟,,deep;oceanic abyss,,natural depression | ditch | furrow | hypernyms:ditch;natural depression | hyponyms:approach trench;fire trench;moat;slit trench;furrow,,,六级词汇
trench,noun,/tɹɛntʃ/,海底深谷,,deep;oceanic abyss,,natural depression | ditch | furrow | hypernyms:ditch;natural depression | hyponyms:approach trench;fire trench;moat;slit trench;furrow,,,六级词汇
tribe,noun,traɪb,族,,folk;federation of tribes;kin;kin group;kinship group;kindred;clan,,nation | taxonomic group | social group | bambuseae;bovini | family;folks;genealogy;mishpocha;totem;tribes of israel | hypernyms:social group;nation;taxonomic group | hyponyms:phyle;bambuseae;bovini;family;folks;genealogy;mishpocha;totem;tribes of israel,,,六级词汇
tribe,noun,traɪb,联邦（如美洲印第安人联邦）,,folk;federation of tribes;kin;kin group;kinship group;kindred;clan,,nation | taxonomic group | social group | bambuseae;bovini | family;folks;genealogy;mishpocha;totem;tribes of israel | hypernyms:social group;nation;taxonomic group | hyponyms:phyle;bambuseae;bovini;family;folks;genealogy;mishpocha;totem;tribes of israel,,,六级词汇
tribe,noun,traɪb,（通常为前文字时代的）社会群体划分,,folk;federation of tribes;kin;kin group;kinship group;kindred;clan,,nation | taxonomic group | social group | bambuseae;bovini | family;folks;genealogy;mishpocha;totem;tribes of israel | hypernyms:social group;nation;taxonomic group | hyponyms:phyle;bambuseae;bovini;family;folks;genealogy;mishpocha;totem;tribes of israel,,,六级词汇
tribune,noun,/ˈtrɪbjuːn/,主教座堂的圣坛区,,,,apse | hypernyms:defender;apse,,,六级词汇
